departamento,fecha,precip_mm,temp_celsius
Huila,2021-06-03,0.2671955583279226,18.255687905649484
Huila,2021-06-04,10.082175718876428,17.536765798865108
Huila,2021-06-05,8.233400253353203,17.684833135504373
Huila,2021-06-06,0.5492154658522198,18.030857413603723
Huila,2021-06-07,4.626638163596788,17.552138454441003
Huila,2021-06-08,11.37750758298276,16.772927653193907
Huila,2021-06-09,0.6111859661192496,16.98507883573079
Huila,2021-06-10,7.27878366996784,17.25979628519385
Huila,2021-06-11,1.3186403534881963,17.601773009571122
Huila,2021-06-12,0.7710346262456309,17.588909406484877
Huila,2021-06-13,19.829307046123425,16.67100676487014
Huila,2021-06-14,5.371888964750706,17.137193588050216
Huila,2021-06-15,13.73794825621338,16.556152347770823
Huila,2021-06-16,20.910008939513,16.55579981953493
Huila,2021-06-17,4.6235203062365615,16.876848766626093
Huila,2021-06-18,0.0011847049512783,17.05903643114997
Huila,2021-06-19,0.1989888225015312,17.26576404373658
Huila,2021-06-20,2.744540400232652,17.083319284210383
Huila,2021-06-21,0.1554093886021868,16.935611357484245
Huila,2021-06-22,0.1755842188562083,17.097888410906815
Huila,2021-06-23,1.1883010557644598,17.025307905599238
Huila,2021-06-24,0.1773750773899082,17.575207267635342
Huila,2021-06-25,2.6144156278749056,17.01249999988944
Huila,2021-06-26,0.2972136436291031,17.359307717835616
Huila,2021-06-27,1.8427700729675316,17.261569682546284
Huila,2021-06-28,3.263360882845355,17.006248299655073
Huila,2021-06-29,4.317135421041338,16.99705284349159
Huila,2021-06-30,4.038942398109558,15.686336985365312
Huila,2021-07-01,0.0,15.633575563544754
Huila,2021-07-02,0.029937537966491,16.17314734296889
Huila,2021-07-03,0.0094719938657502,16.000514482945825
Huila,2021-07-04,0.0,16.0218030840974
Huila,2021-07-05,0.0698423748039127,16.930545233617725
Huila,2021-07-06,0.0,16.744560223957226
Huila,2021-07-07,0.0,16.76047314903773
Huila,2021-07-08,0.0813782972850832,17.039602536148617
Huila,2021-07-09,0.0,16.21941046204387
Huila,2021-07-10,0.0,16.98915145277465
Huila,2021-07-11,0.0389733827372318,17.117026607190134
Huila,2021-07-12,9.032231395796616,16.628782986712878
Huila,2021-07-13,0.6553850497201789,16.528428237672404
Huila,2021-07-14,0.0086360247306176,17.084844003722303
Huila,2021-07-15,0.0702784162777233,17.513951840680864
Huila,2021-07-16,0.0,17.790025789611207
Huila,2021-07-17,0.4522897025422468,17.669611005010353
Huila,2021-07-18,7.257734062871737,16.74819099875907
Huila,2021-07-19,0.7013436822168326,16.65366410699796
Huila,2021-07-20,0.0,17.006629087940254
Huila,2021-07-21,0.0362630450652134,16.02950695662134
Huila,2021-07-22,0.3781414355007448,16.03201185173793
Huila,2021-07-23,3.3745393629842915,16.919308068431373
Huila,2021-07-24,1.0915675335005308,16.47975936137313
Huila,2021-07-25,2.2032637648962514,16.60138157475665
Huila,2021-07-26,0.4807833910658189,17.446709090236418
Huila,2021-07-27,14.26298027042936,17.537003732618775
Huila,2021-07-28,9.20569580268848,17.770151948222857
Huila,2021-07-29,1.8589007254899936,17.368410416132896
Huila,2021-07-30,6.011839720880441,16.21319390420744
Huila,2021-07-31,0.0,17.12696390194047
Huila,2021-08-01,0.0,16.6256788305881
Huila,2021-08-02,0.3246808734023588,15.549439452090544
Huila,2021-08-03,0.0471992498764715,15.6130328640738
Huila,2021-08-04,0.0,15.904502997325633
Huila,2021-08-05,0.0,16.036796172832204
