departamento,fecha,precip_mm
Cordoba,2019-01-25,0.1786662174063744
Cundinamarca,2019-01-25,0.03835032688244616
Guainia,2019-01-25,5.0245653677536755
Guajira,2019-01-25,0.0
Guaviare,2019-01-25,2.7971608076676917
Huila,2019-01-25,0.021263643468305175
Magdalena,2019-01-25,0.0052837051770990365
Meta,2019-01-25,0.00405849838817592
Narino,2019-01-25,0.031428631684014746
Norte De Santander,2019-01-25,0.4109103341208051
Putumayo,2019-01-25,0.06951064148814179
Quindio,2019-01-25,0.0
Risaralda,2019-01-25,6.288353710917658
San Andres Y Providencia,2019-01-25,
Santander,2019-01-25,1.07525150181215
Sucre,2019-01-25,0.0
Tolima,2019-01-25,0.08605836498537002
Valle Del Cauca,2019-01-25,0.11565183957106395
Vaupes,2019-01-25,0.18262152707344215
Vichada,2019-01-25,0.15057018679848114
Amazonas,2019-01-26,2.481746010397196
Antioquia,2019-01-26,0.0955910803362818
Arauca,2019-01-26,0.04535241898793292
Atlantico,2019-01-26,0.0
Bolivar,2019-01-26,0.0
Boyaca,2019-01-26,0.4995869867424907
Buenaventura,2019-01-26,0.0
Caldas,2019-01-26,0.0
Caqueta,2019-01-26,1.9214184490368706
Casanare,2019-01-26,0.0
Cauca,2019-01-26,1.4382366107565818
Cesar,2019-01-26,0.013900523239184785
Choco,2019-01-26,0.0
Cordoba,2019-01-26,0.0
Cundinamarca,2019-01-26,0.5167150049262424
Guainia,2019-01-26,0.4952050962290652
Guajira,2019-01-26,0.3157853968835461
Guaviare,2019-01-26,0.05010434728993262
Huila,2019-01-26,0.0
Magdalena,2019-01-26,0.845224372410064
Meta,2019-01-26,0.25761974222037715
Narino,2019-01-26,2.790411605644586
Norte De Santander,2019-01-26,0.0
Putumayo,2019-01-26,0.9443164095450289
Quindio,2019-01-26,0.0
Risaralda,2019-01-26,0.0
San Andres Y Providencia,2019-01-26,
Santander,2019-01-26,0.041855469278029925
Sucre,2019-01-26,0.0
Tolima,2019-01-26,0.0
Valle Del Cauca,2019-01-26,0.022544553058933443
Vaupes,2019-01-26,0.23678290171473393
Vichada,2019-01-26,0.0
Amazonas,2019-01-27,5.473452438175388
Antioquia,2019-01-27,0.7000909608033105
Arauca,2019-01-27,0.05750315024802637
Atlantico,2019-01-27,0.0
Bolivar,2019-01-27,0.0
Boyaca,2019-01-27,0.36356827307381745
Buenaventura,2019-01-27,0.0
Caldas,2019-01-27,0.045321631275154886
Caqueta,2019-01-27,0.6992853320590382
Casanare,2019-01-27,0.0
